Symbol,Company Name,Sector Index
BAJAJCON,BAJAJ CONSUMER CARE LIMITED,NIFTY FMCG
PRAKASHSTL,Prakash Steelage Limited,
GPPL,Gujarat Pipavav Port Limited,NIFTY SERVICES
WELINV,Welspun Investments and Commercials Ltd.,NIFTY FINANCIAL SERVICES
SASTASUNDR,Sastasundar Ventures Limited,NIFTY PHARMA
CPCAP,CP CAPITAL LIMITED,NIFTY FINANCIAL SERVICES
RAMKY,Ramky Infrastructure Limited,
GREENPOWER,Orient Green Power Company Limited,
CANTABIL,CANTABIL RETAIL INDIA LIMITED,
SEATV,SEA TV Network Limited,NIFTY MEDIA
WABAG,VA Tech Wabag Limited,
BEDMUTHA,Bedmutha Industries Limited,
ASHOKA,Ashoka Buildcon Limited,
JWL,JUPITER WAGONS LIMITED,
OBEROIRLTY,OBEROI REALTY LIMITED,NIFTY REALTY
PRESTIGE,Prestige Estates Projects Limited,NIFTY REALTY
SHAH,SHAH METACORP LIMITED,
COALINDIA,Coal India Limited,NIFTY ENERGY
GRAVITA,GRAVITA INDIA LIMITED,NIFTY METAL
RPPINFRA,RPP INFRA PROJECTS LIMITED,
RDBIPL,RDB INFRASTRUCTURE AND POWER LIMITED,NIFTY REALTY
MOIL,MOIL Limited,NIFTY METAL
ZEELEARN,ZEE LEARN LIMITED,NIFTY SERVICES
KTIL,Kesar Terminals & Infrastructure Limited,NIFTY SERVICES
A2ZINFRA,A2Z Infra Engineering Limited,
KIRLOSENG,Kirloskar Oil Engines Limited,
RKDL,Ravi Kumar Distilleries Limited,NIFTY FMCG
PSB,PUNJAB & SIND BANK,NIFTY FINANCIAL SERVICES
FMNL,Future Market Networks Limited,NIFTY SERVICES
SURANASOL,Surana Solar Limited,
SHEKHAWATI,SHEKHAWATI INDUSTRIES LIMITED,
KICL,Kalyani Investment Company Limited,NIFTY FINANCIAL SERVICES
BFINVEST,BF Investment Limited,NIFTY FINANCIAL SERVICES
SUMMITSEC,SUMMIT SECURITIES LTD.,NIFTY FINANCIAL SERVICES
INOVSYNTH,Innovassynth Investments Limited,NIFTY FINANCIAL SERVICES
STEL,STEL Holdings Limited,NIFTY FINANCIAL SERVICES
TEXRAIL,Texmaco Rail & Engineering Limited,
INDTERRAIN,Indian Terrain Fashions Limited,
FCL,Fineotex Chemical Limited,NIFTY CHEMICALS
DHUNINV,Dhunseri Investments Ltd,NIFTY FINANCIAL SERVICES
ZENTEC,Zen Technologies Ltd.,
LOVABLE,Lovable Lingerie Limited,
PFS,PTC India Financial Services Limited,NIFTY FINANCIAL SERVICES
MUTHOOTFIN,MUTHOOT FINANCE LIMITED,NIFTY FINANCIAL SERVICES
TRUEGREEN,TRUE GREEN BIO ENERGY LIMITED,
VMS,VMS INDUSTRIES LIMITED,NIFTY SERVICES
KARMAENG,Karma Energy Limited,
DELPHIFX,DELPHI WORLD MONEY LIMITED,NIFTY FINANCIAL SERVICES
RUSHIL,Rushil Decor Limited,NIFTY CONSUMER DURABLES
ENKEIWHEL,Enkei wheels (India) Limited,NIFTY AUTO
KRIDHANINF,Kridhan Infra Limited,
INVENTURE,INVENTURE GROWTH & SECURITIES LIMITED,NIFTY FINANCIAL SERVICES
LTF,L&T Finance Limited,NIFTY FINANCIAL SERVICES
YAARI,Yaari Digital Integrated Services Ltd,NIFTY SERVICES
TREEHOUSE,Tree House Education & Accessories Limited,NIFTY SERVICES
BROOKS,BROOKS LABORATORIES LIMITED,NIFTY PHARMA
RUPA,RUPA & COMPANY LIMITED,
TDPOWERSYS,TD Power Systems Ltd,
APLLTD,ALEMBIC PHARMACEUTICALS LIMITED,NIFTY PHARMA
VASWANI,Vaswani Industries Limited,NIFTY METAL
PGEL,PG Electroplast Limited,NIFTY CONSUMER DURABLES
LESHAIND,Lesha Industries Limited,NIFTY SERVICES
SETUINFRA,SETUBANDHAN INFRASTRUCTURE LIMITED,
RDBRL,RDB Rasayans Limited,
TIJARIA,TIJARIA POLYPIPES LIMITED,
ONELIFECAP,Onelife Capital Advisors Ltd,NIFTY FINANCIAL SERVICES
FLEXITUFF,FLEXITUFF VENTURES INTERNATIONAL LIMITED,
TRITURBINE,Triveni Turbine Limited,
INDOTHAI,Indo Thai Securities Limited,NIFTY FINANCIAL SERVICES
ESSARSHPNG,Essar Shipping Ltd,NIFTY SERVICES
APLAPOLLO,APL Apollo Tubes Limited,
GPTINFRA,GPT Infraprojects limited,
FERVENTSYN,Fervent Synergies Limited,NIFTY SERVICES
THOMASCOTT,THOMAS SCOTT (INDIA) LIMITED,
TERASOFT,Tera Software Ltd.,NIFTY IT
PMCFIN,PMC Fincorp Limited,NIFTY FINANCIAL SERVICES
FUTSOL,Futuristic Solutions Ltd.,NIFTY FINANCIAL SERVICES
AIML,Alliance Integrated Metaliks Limited,
RHIM,RHI MAGNESITA INDIA LIMITED,
MCX,Multi Commodity Exchange of India Ltd,NIFTY FINANCIAL SERVICES
PYXISFIN,Pyxis Finvest Limited,NIFTY FINANCIAL SERVICES
SCHNEIDER,SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITED,
OLPCL,Olympic Cards Limited,NIFTY CONSUMER DURABLES
NBCC,NBCC (India) Limited,
MTEDUCARE,MT EDUCARE LIMITED,NIFTY SERVICES
HEXATRADEX,Hexa Tradex Limited,NIFTY FINANCIAL SERVICES
MAXHEIGHTS,Maxheights Infrastructure Limited,NIFTY REALTY
TBZ,Tribhovandas Bhimji Zaveri Limited,NIFTY CONSUMER DURABLES
VSSL,Vardhman Special Steels Ltd,
SPECIALITY,Speciality Restaurants Limited,NIFTY SERVICES
LYPSAGEMS,Lypsa Gems & Jewellery Limited,NIFTY CONSUMER DURABLES
RTNINDIA,RATTANINDIA ENTERPRISES LIMITED,NIFTY SERVICES
SAMPANN,Sampann Utpadan India Limited,
JTLIND,JTL INDUSTRIES LIMITED,
AMTL,ADVANCE METERING TECHNOLOGY LIMITED,
NECCLTD,North Eastern Carrying Corporation Limited,NIFTY SERVICES
WAAREERTL,WAAREE RENEWABLE TECHNOLOGIES LIMITED,
JUPITERIN,Jupiter Infomedia Limited,NIFTY SERVICES
VINAYAKPOL,VINAYAK POLYCON INTERNATIONAL LIMITED,
JOINTECAED,Jointeca Education Solutions Limited,NIFTY IT
DUCON,Ducon Infratechnologies Limited,
PROZONER,PROZONE REALTY LIMITED,NIFTY REALTY
SRGHFL,SRG Housing Finance Limited,NIFTY FINANCIAL SERVICES
COMCL,Comfort Commotrade Limited,NIFTY FINANCIAL SERVICES
SHANTIGURU,SHANTI GURU INDUSTRIES LIMITED,NIFTY SERVICES
CASPIAN,CASPIAN CORPORATE SERVICES LIMITED,NIFTY FINANCIAL SERVICES
AERPACE,Aerpace Industries Limited,
VIRTUALG,VIRTUAL GLOBAL EDUCATION LTD.,NIFTY SERVICES
ZUARI,ZUARI AGRO CHEMICALS LIMITED,NIFTY CHEMICALS
STEELXIND,Steel Exchange India Ltd.,
TRIOMERC,Trio Mercantile & Trading Limited,NIFTY FINANCIAL SERVICES
CIGNITITEC,Cigniti Technologies Ltd,NIFTY IT
CARERATING,CARE Ratings Limited,NIFTY FINANCIAL SERVICES
PCJEWELLER,PC JEWELLER LIMITED,NIFTY CONSUMER DURABLES
INDUSTOWER,INDUS TOWERS LIMITED,NIFTY TELECOM
COVIDH,COVIDH TECHNOLOGIES LIMITED,NIFTY IT
VMART,V-Mart Retail Limited,NIFTY SERVICES
NIBE,NIBE LIMITED,
MUKTA,Mukta Agriculture Limited,NIFTY SERVICES
MYSTICELE,Mystic Electronics Limited,NIFTY SERVICES
COMFINCAP,COMFORT FINCAP LIMITED,NIFTY FINANCIAL SERVICES
SBISENSEX,SBI Mutual Fund,
BMAL,Bothra Metals & Alloys Limited,NIFTY METAL
REPCOHOME,Repco Home Finance Limited,NIFTY FINANCIAL SERVICES
LAKHOTIA,LAKHOTIA POLYESTERS (INDIA) LIMITED,
GCMSECU,GCM Securities Limited,NIFTY FINANCIAL SERVICES
NIBL,NRB INDUSTRIAL BEARINGS LIMITED,
PRIMECAPM,Prime Capital Market Limited,NIFTY FINANCIAL SERVICES
KIFS,KIFS Financial Services Ltd,NIFTY FINANCIAL SERVICES
SREEL,Sreeleathers Limited,NIFTY CONSUMER DURABLES
SHARDAMOTR,Sharda Motor Industries Ltd,NIFTY AUTO
BINNYMILLS,Binny Mills Limited,NIFTY SERVICES
SVGLOBAL,S V Global Mill Limited,NIFTY REALTY
SDC,SDC TECHMEDIA LIMITED,NIFTY MEDIA
JUSTDIAL,Just Dial Limited,NIFTY SERVICES
OONE,ObjectOne Information Systems Ltd,NIFTY IT
IFINSEC,India Finsec Limited,NIFTY FINANCIAL SERVICES
BRAHMINFRA,BRAHMAPUTRA INFRASTRUCTURE LIMITED,
AMPVOLTS,AMPVOLTS LIMITED,NIFTY IT
KHOOBSURAT,Khoobsurat Ltd.,
ORIENTCEM,ORIENT CEMENT LIMITED,NIFTY CONST MAT
ABFRL,Aditya Birla Fashion and Retail Limited,NIFTY SERVICES
SAMMAANCAP,Sammaan Capital Limited,NIFTY FINANCIAL SERVICES
MMLF,Money Masters Leasing & Finance Limited,NIFTY FINANCIAL SERVICES
ALSL,Alacrity Securities Limited,NIFTY FINANCIAL SERVICES
GCMCOMM,GCM Commodity & Derivatives Limited,NIFTY FINANCIAL SERVICES
ESSENTIA,Integra Essentia Limited,NIFTY SERVICES
JULIEN,JULIEN AGRO INFRATECH LIMITED,
TIGERLOGS,Tiger Logistics (India) Limited,NIFTY SERVICES
JKAGRI,JK Agri Genetics Limited,NIFTY FMCG
NOVELIX,NOVELIX PHARMACEUTICALS LIMITED,NIFTY SERVICES
PVVINFRA,PVV Infra Limited,
VCU,VCU Data Management Limited,NIFTY IT
INDRENEW,IND Renewable Energy Ltd,
SRGFFL,SRG FINGROW FINANCE LIMITED,NIFTY FINANCIAL SERVICES
ACFSL,Amrapali Capital and Finance Services Limited,NIFTY FINANCIAL SERVICES
STELLAR,STELLAR CAPITAL SERVICES LIMITED,NIFTY FINANCIAL SERVICES
JPOLYINVST,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,NIFTY FINANCIAL SERVICES
YURANUS,Yuranus Infrastructure Ltd,
MOM100,Motilal Oswal Mutual Fund,
CPL,CAPTAIN POLYPLAST LIMITED,
NIFTYIETF,ICICI Prudential Mutual Fund,
NIF100IETF,ICICI Prudential Mutual Fund,
ARNOLD,Arnold Holdings Ltd,NIFTY FINANCIAL SERVICES
SUNLOC,Sunil Healthcare Limited,NIFTY PHARMA
SUYOG,Suyog Telematics Limited,NIFTY TELECOM
NATHBIOGEN,Nath Biogene India Ltd.,NIFTY FMCG
AGRITECH,Agri-Tech India Ltd.,NIFTY FMCG
CHEMTECH,CHEMTECH INDUSTRIAL VALVES LIMITED,
NIF100BEES,Nippon India Mutual Fund,
DENISCHEM,Denis Chem Lab Limited,NIFTY PHARMA
POLYMAC,Polymac Thermoformers Limited,
UNISHIRE,Unishire Urban Infra Limited,NIFTY REALTY
LAXMIPATI,LAXMIPATI ENGINEERING WORKS LIMITED,
NIFTY1,Kotak Mahindra Mutual Fund,
HANSUGAR,SHREE HANUMAN SUGAR & INDUSTRIES LTD.,NIFTY FMCG
KIRANVYPAR,Kiran Vyapar Limited,NIFTY FINANCIAL SERVICES
BCP,B.C. Power Controls Limited,
KCSL,Karnimata Cold Storage Limited,NIFTY SERVICES
RACE,RACE ECO CHAIN LIMITED,
MANGIND,Mangalam Industrial Finance Limited,NIFTY FINANCIAL SERVICES
VIJIFIN,VIJI FINANCE LIMITED,NIFTY FINANCIAL SERVICES
PHOENIXTN,PHOENIX TOWNSHIP LIMITED,NIFTY SERVICES
RAUNAQ,RAUNAQ INTERNATIONAL LIMITED,
INFRONICS,INFRONICS SYSTEMS LIMITED,NIFTY IT
CPSEETF,Nippon India Mutual Fund,
HARIAAPL,Haria Apparels Limited,
VASUPRADA,SHRI VASUPRADA PLANTATIONS LIMITED,NIFTY FMCG
RNBDENIMS,R&B Denims Limited,
SHARPINV,SHARP INVESTMENTS LTD,NIFTY FINANCIAL SERVICES
WONDERLA,Wonderla Holidays Limited,NIFTY SERVICES
RESPONSINF,Response Informatics Limited,NIFTY IT
GCMCAPI,GCM Capital Advisors Limited,NIFTY FINANCIAL SERVICES
AFEL,A.F. Enterprises Limited,NIFTY SERVICES
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,
WESTLEIRES,WEST LEISURE RESORTS LIMITED,NIFTY FINANCIAL SERVICES
NAM,Nam Securities Ltd.,NIFTY FINANCIAL SERVICES
METSL,MAESTROS ELECTRONICS & TELECOMMUNICATIONS SYSTEMS LTD,
JACKSON,Jackson Investments Limited,NIFTY FINANCIAL SERVICES
MONEYBOXX,MONEYBOXX FINANCE LIMITED,NIFTY FINANCIAL SERVICES
WORTH,Worth Investment & Trading Co Limited,NIFTY FINANCIAL SERVICES
QUASAR,Quasar India Limited,NIFTY SERVICES
TPROJECT,Thirani Projects Limited,NIFTY FINANCIAL SERVICES
AMARSEC,Amarnath Securities Ltd.,NIFTY FINANCIAL SERVICES
CTL,Capital Trade Links Limited,NIFTY FINANCIAL SERVICES
TARINI,Tarini International Limited,NIFTY SERVICES
SBL,SHIVAMSHREE BUSINESSES LIMITED,NIFTY FMCG
YAANENT,YAAN ENTERPRISES LIMITED,NIFTY SERVICES
OMANSH,Omansh Enterprises Limited,NIFTY SERVICES
ANVRDHI,ANNVRRIDHHI VENTURES LIMITED,NIFTY FMCG
RLFL,Ramchandra Leasing & Finance Limited,NIFTY FINANCIAL SERVICES
GOLDCOINHF,GoldCoin Health Foods Limited,NIFTY FMCG
BRPL,Bansal Roofing Products Limited,
ARMAN,Arman Holdings Limited,NIFTY FINANCIAL SERVICES
SKIPPER,Skipper Limited,
SMTEL,SMT ENGINEERING LIMITED,NIFTY SERVICES
JAMESWARREN,James Warren Tea Limited,NIFTY FMCG
VISTARAMAR,Vistar Amar Limited,NIFTY FMCG
GULFOILLUB,Gulf Oil Lubricants India Limited,NIFTY ENERGY
FRUTION,Fruition Venture Limited,NIFTY SERVICES
TRIVENIENT,Triveni Enterprises Limited,NIFTY SERVICES
BHANDERI,Bhanderi Infracon Limited,NIFTY REALTY
ZINEMA,ZINEMA MEDIA AND ENTERTAINMENT LIMITED,NIFTY SERVICES
CEMAINFRA,CEMANTIC INFRA-TECH LIMITED,NIFTY REALTY
TTIENT,TTI Enterprise Limited,NIFTY FINANCIAL SERVICES
VISHAL,Vishal Fabrics Limited,
TOYAMSL,TOYAM SPORTS LIMITED,NIFTY FINANCIAL SERVICES
GAJANANSEC,Gajanan Securities Services Ltd.,NIFTY FINANCIAL SERVICES
UNISON,Unison Metals Ltd,
RTFL,Real Touch Finance Limited,NIFTY FINANCIAL SERVICES
VRL,Vasundhara Rasayans Ltd.,NIFTY PHARMA
SNOWMAN,SNOWMAN LOGISTICS LIMITED,NIFTY SERVICES
QGO,QGO FINANCE LIMITED,NIFTY FINANCIAL SERVICES
PURSHOTTAM,Purshottam Investofin Limited,NIFTY FINANCIAL SERVICES
HCLTD,HIND COMMERCE LIMITED,NIFTY SERVICES
SHARDACROP,Sharda Cropchem Limited,NIFTY CHEMICALS
SIROHIA,Sirohia & Sons Limited,NIFTY SERVICES
MIIL,Meghna Infracon Infrastructure Limited,NIFTY REALTY
CITYONLINE,City Online Services Limited,NIFTY TELECOM
SENSEXBEES,Nippon India Mutual Fund,
SHEMAROO,SHEMAROO ENTERTAINMENT LIMITED,NIFTY MEDIA
ULTRACAB,Ultracab (India) Limited,
RCCL,Rajasthan Cylinders & Containers Limited,
ETIL,Econo Trade (India) Limited,NIFTY FINANCIAL SERVICES
ATISHAY,Atishay Limited,NIFTY IT
SANGAMFIN,Sangam Finserv Limited,NIFTY FINANCIAL SERVICES
DHABRIYA,Dhabriya Polywood Limited,
ARYACAPM,Aryaman Capital Markets Limited,NIFTY FINANCIAL SERVICES
PDSL,PDS LIMITED,
HANMAN,HANMAN FIT LIMITED,NIFTY SERVICES
VGCL,Vibrant Global Capital Limited,NIFTY FINANCIAL SERVICES
CEINSYSTECH,CEINSYS TECH LIMITED,NIFTY IT
PANABYTE,PANABYTE TECHNOLOGIES LIMITED,NIFTY IT
MUDUNURU,Mudunuru Limited,NIFTY IT
JSHL,JLA Infraville Shoppers Limited,NIFTY SERVICES
CRANEINFRA,Crane Infrastructure Limited,NIFTY REALTY
NIYOGIN,Niyogin Fintech Limited,NIFTY FINANCIAL SERVICES
ASIACAP,ASIA CAPITAL LIMITED,NIFTY FINANCIAL SERVICES
KALYANCAP,Kalyan Capitals Limited,NIFTY FINANCIAL SERVICES
CIL,Citizen Infoline Ltd.,NIFTY MEDIA
GBFL,Goenka Business & Finance Limited,NIFTY FINANCIAL SERVICES
GILADAFINS,Gilada Finance & Investments Ltd.,NIFTY FINANCIAL SERVICES
JETSOLAR,JET SOLAR LIMITED,NIFTY REALTY
SAPPL,Shree Ajit Pulp And Paper Ltd,
CAPPIPES,Captain Pipes Limited,
KAIZENAGRO,KAIZEN AGRO INFRABUILD LIMITED,
JMJFIN,JMJ Fintech Limited,NIFTY FINANCIAL SERVICES
INTELLECT,INTELLECT DESIGN ARENA LIMITED,NIFTY IT
MONTECARLO,Monte Carlo Fashions Limited,
JSTL,Jeevan Scientific Technology Limited,NIFTY PHARMA
ICL,Indo Cotspin Limited,
SCC,Scintilla Commercial & Credit  Limited,NIFTY FINANCIAL SERVICES
PANAFIC,PANAFIC INDUSTRIALS LTD,NIFTY FINANCIAL SERVICES
MYMONEY,My Money Securities Ltd.,NIFTY FINANCIAL SERVICES
AMARNATH,SRI AMARNATH FINANCE LIMITED,NIFTY FINANCIAL SERVICES
CSL,Continental Securities Limited,NIFTY FINANCIAL SERVICES
NEXUSSURGL,NEXUS SURGICAL AND MEDICARE LIMITED,NIFTY FINANCIAL SERVICES
SELLWIN,SELLWIN TRADERS LIMITED,NIFTY SERVICES
GALADAFIN,Galada Finance Limited,NIFTY FINANCIAL SERVICES
EMERALD,Emerald Finance Limited,NIFTY FINANCIAL SERVICES
MKEXIM,M. K. Exim (India) Ltd.,NIFTY SERVICES
MCLOUD,MAGELLANIC CLOUD LIMITED,NIFTY IT
OCTAL,Octal Credit Capital Ltd.,NIFTY FINANCIAL SERVICES
MIHIKA,Mihika Industries Ltd.,NIFTY SERVICES
KANCHI,Kanchi Karpooram Ltd.,NIFTY CHEMICALS
DTIL,Dhunseri Tea & Industries Ltd,NIFTY FMCG
VANICOM,Vani Commercials Limited,NIFTY FINANCIAL SERVICES
SKILVEN,SKYLINE VENTURES INDIA  LIMITED,NIFTY REALTY
VINCOFE,VINTAGE COFFEE AND BEVERAGES LIMITED,NIFTY SERVICES
RAFL,Raghuvansh Agrofarms Limited,NIFTY FMCG
COSYN,COSYN Limited,NIFTY IT
SOFCOM,SOFCOM SYSTEMS LIMITED,NIFTY IT
NAPL,Naturite Agro Products Limited,NIFTY FMCG
KARNAVATI,Karnavati Finance Limited,NIFTY FINANCIAL SERVICES
ABHIFIN,Abhishek Finlease limited,NIFTY FINANCIAL SERVICES
MERCANTILE,Mercantile Ventures Limited,NIFTY SERVICES
SONAL,Sonal Mercantile Limited,NIFTY FINANCIAL SERVICES
ALFL,Abhinav Leasing & Finance Limited,NIFTY FINANCIAL SERVICES
GENUSPAPER,GENUS PAPER & BOARDS LIMITED,
MINDACORP,Minda Corporation Limited,NIFTY AUTO
MERCURYLAB,Mercury Laboratories Limited,NIFTY PHARMA
CONCORD,Concord Drugs Limited,NIFTY PHARMA
WARDINMOBI,WARDWIZARD INNOVATIONS AND MOBILITY LIMITED,NIFTY AUTO
SHREESEC,Shree Securities Ltd.,NIFTY FINANCIAL SERVICES
GREENLAM,Greenlam Industries Ltd,NIFTY CONSUMER DURABLES
TALBROSENG,TALBROS ENGINEERING LIMITED,NIFTY AUTO
SAPL,Sar  Auto Products Limited,NIFTY AUTO
JAYATMA,JAYATMA ENTERPRISES LIMITED,NIFTY SERVICES
PTCIL,PTC Industries Ltd.,
CHENFERRO,CHENNAI FERROUS INDUSTRIES LIMITED,NIFTY METAL
MEGRISOFT,Megri Soft Limited,NIFTY SERVICES
GITARENEW,GITA RENEWABLE ENERGY LIMITED,
KALPACOMME,Kalpa Commercial Limited,NIFTY SERVICES
ORTEL,Ortel Communications Limited,NIFTY MEDIA
NEIL,Neil Industries Ltd.,NIFTY FINANCIAL SERVICES
STARHFL,STAR HOUSING FINANCE LIMITED,NIFTY FINANCIAL SERVICES
BEEKAY,Beekay Steel Industries Ltd.,
SSPNFIN,SSPN Finance Limited,NIFTY FINANCIAL SERVICES
SETFBSE100,SBI Mutual Fund,
FRASER,Fraser And Company Limited,NIFTY SERVICES
TTIL,Tirupati Tyres Ltd.,NIFTY AUTO
GANVERSE,GANESHA ECOVERSE LIMITED,NIFTY SERVICES
AGIIL,AGI Infra Limited,NIFTY REALTY
MANAKSTEEL,Manaksia Steels Limited,NIFTY METAL
MANAKALUCO,Manaksia Aluminium Company Ltd,NIFTY METAL
MANAKCOAT,Manaksia Coated Metals & Industries Ltd,
IMAGICAA,IMAGICAAWORLD ENTERTAINMENT LIMITED,NIFTY SERVICES
INOXWIND,Inox Wind Limited,
RAJPUTANA,Rajputana Investment and Finance Ltd.,NIFTY FINANCIAL SERVICES
CITL,Consecutive Investments & Trading Company Limited,NIFTY FINANCIAL SERVICES
URSUGAR,UR SUGAR INDUSTRIES LIMITED,NIFTY SERVICES
FILTRA,Filtra Consultants and Engineers Limited,
ATHCON,Athena Constructions Limited,NIFTY REALTY
NORTHLINK,Northlink Fiscal And Capital Services Ltd.,NIFTY FINANCIAL SERVICES
SHESHAINDS,SHESHADRI INDUSTRIES LIMITED,
SAB,SAB INDUSTRIES LIMITED,
PML,Paul Merchants Ltd.,NIFTY FINANCIAL SERVICES
ALANSCOTT,Alan Scott Industries Ltd.,NIFTY MEDIA
OPCHAINS,O. P. Chains Limited,NIFTY SERVICES
SUJALA,Sujala Trading & Holdings Ltd.,NIFTY FINANCIAL SERVICES
VRLLOG,VRL Logistics Limited,NIFTY SERVICES
JAINMARMO,Jain Marmo Industries Ltd.,NIFTY CONST MAT
BFFL,Bangalore Fort Farms Limited,
PALCO,Palco Metals Limited,NIFTY METAL
BODHTREE,Bodhtree Consulting Limited,NIFTY IT
VBIND,V B INDUSTRIES LIMITED,NIFTY FINANCIAL SERVICES
SARVOTTAM,Sarvottam Finvest Limited,NIFTY FINANCIAL SERVICES
MEP,MEP Infrastructure Developers Limited,NIFTY SERVICES
WARDWIZFBL,Wardwizard Foods and Beverages Limited,NIFTY FMCG
UFO,UFO Moviez India Limited,NIFTY MEDIA
PANTH,PANTH INFINITY LIMITED,
SHIVALIK,Shivalik Rasayan Ltd.,NIFTY CHEMICALS
ICSL,Integrated Capital Services Ltd,NIFTY SERVICES
PNCINFRA,PNC Infratech Limited,
ARFIN,Arfin India Limited,NIFTY METAL
VLL,Virat Leasing Limited,NIFTY FINANCIAL SERVICES
HELPAGE,Helpage Finlease Ltd.,NIFTY FINANCIAL SERVICES
BLUEGOD,BLUEGOD ENTERTAINMENT LIMITED,NIFTY CHEMICALS
HAWAENG,Hawa Engineers ltd.,
AIIL,Authum Investment & Infrastructure Limited,NIFTY FINANCIAL SERVICES
ADHBHUTIN,Adhbhut Infrastructure Ltd.,NIFTY REALTY
DFL,Decillion Finance Ltd.,NIFTY FINANCIAL SERVICES
POEL,POCL ENTERPRISES LTD,NIFTY CHEMICALS
AEL,Amba Enterprises Ltd.,
SGFIN,SG FINSERVE LIMITED,NIFTY FINANCIAL SERVICES
SATIA,SATIA INDUSTRIES LIMITED,
GVBL,GENOMIC VALLEY BIOTECH LIMITED,NIFTY PHARMA
GARMNTMNTR,GARMENT MANTRA LIFESTYLE LIMITED,
SRESTHA,Srestha Finvest Limited,NIFTY FINANCIAL SERVICES
SAUMYA,Saumya Consultants Ltd.,NIFTY FINANCIAL SERVICES
MUL,MAURIA UDYOG LIMITED,
MISHKA,Mishka Exim Limited,NIFTY CONSUMER DURABLES
SPORTKING,Sportking India Ltd.,
GROWINGTON,GROWINGTON VENTURES INDIA LIMITED,NIFTY SERVICES
HCKKVENTURE,HCKK Ventures Limited,
RUDRA,RUDRA GLOBAL INFRA PRODUCTS LIMITED,
LOYAL,Loyal Equipments Limited,
GGPL,Gala Global Products Limited,NIFTY FMCG
CHEMIESYNT,Chemiesynth (Vapi) Limited,NIFTY CHEMICALS
BALKRISHNA,Balkrishna Paper Mills Ltd,
SHYAMCENT,Shyam Century Ferrous Limited,NIFTY METAL
SURYAINDIA,Surya India Limited,NIFTY FINANCIAL SERVICES
ADANIENSOL,Adani Energy Solutions Limited,
STARDELTA,STAR DELTA TRANSFORMERS LIMITED,
AMRAFIN,Amrapali Fincap Limited,NIFTY FINANCIAL SERVICES
SAMSRITA,SAMSRITA LABS LIMITED,NIFTY PHARMA
SYNGENE,Syngene International Limited,NIFTY PHARMA
PECOS,PECOS Hotels And Pubs Limited,NIFTY SERVICES
MSL,Mangalam Seeds Limited,NIFTY FMCG
KAYA,Kaya Limited,NIFTY SERVICES
ALSTONE,Alstone Textiles (India) Limited,NIFTY SERVICES
SYMBIOX,Symbiox Investment & Trading Co. Ltd.,NIFTY FINANCIAL SERVICES
ORTINGLOBE,ORTIN GLOBAL LIMITED,NIFTY PHARMA
AVI,Avi Polymers Ltd.,NIFTY CHEMICALS
AURUM, Aurum PropTech Limited,NIFTY IT
OSWALGREEN,Oswal Greentech Limited,NIFTY FINANCIAL SERVICES
VASUDHAGAM,Vasudhagama Enterprises Limited,NIFTY FMCG
SUNRAKSHAK,SUNRAKSHAKK INDUSTRIES INDIA LIMITED,
ARVSMART,Arvind SmartSpaces Limited,NIFTY REALTY
POWERMECH,Power Mech Projects Limited,
RAMASTEEL,Rama Steel Tubes Limited,
THINKINK,THINKINK PICTUREZ LIMITED,NIFTY MEDIA
UTISENSETF,UTI Mutual Fund,
UTINIFTETF,UTI Mutual Fund,
UNIAUTO,Universal Autofoundry Limited,NIFTY AUTO
VETO,VETO SWITCHGEARS AND CABLES LIMITED,NIFTY CONSUMER DURABLES
NAVKARCORP,Navkar Corporation Limited,NIFTY SERVICES
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,NIFTY CHEMICALS
GUJGASLTD,Gujarat Gas Limited,NIFTY ENERGY
WAAREE,WAAREE TECHNOLOGIES LIMITED ,
SADBHIN,Sadbhav Infrastructure Project Limited,
PBFL,P. B. Films Limited,NIFTY MEDIA
SALAUTO,SAL AUTOMOTIVE LIMITED,NIFTY AUTO
POLYSPIN,POLYSPIN EXPORTS LIMITED,
PRITIKAUTO,Pritika Auto Industries Limited,NIFTY AUTO
SML,Soni Medicare Limited,NIFTY PHARMA
MAHAVEER,Mahaveer Infoway Limited,NIFTY IT
KRISHNACAP,Krishna Capital And Securities Limited,NIFTY FINANCIAL SERVICES
ACME,Acme Resources Limited,NIFTY FINANCIAL SERVICES
KCL,Kabra Commercial Limited,NIFTY ENERGY
VISHALBL,Vishal Bearings Limited,NIFTY AUTO
BELLACASA,Bella Casa Fashion & Retail Limited,
MALLCOM,MALLCOM (INDIA) LTD.,
PJL,Patdiam Jewellery Limited,NIFTY CONSUMER DURABLES
NAKSH,Naksh Precious Metals Limited,NIFTY AUTO
SATIN,SATIN CREDITCARE NETWORK LIMITED,NIFTY FINANCIAL SERVICES
DITCO,Decorous Investment and Trading Co. Ltd.,NIFTY CONSUMER DURABLES
SWAGTAM,Swagtam Trading & Services Limited,NIFTY SERVICES
GENCON,Generic Engineering Construction and Projects Limited,NIFTY REALTY
KUBERJI,Kuber Udyog Limited,NIFTY FINANCIAL SERVICES
NEERAJ,NEERAJ PAPER MARKETING LIMITED,NIFTY SERVICES
